char,frequency,probability
爆,1381,6.205774308975122e-05
漠,1380,6.201280627361092e-05
隔,1378,6.192293264133033e-05
旨,1378,6.192293264133033e-05
廊,1372,6.165331174448854e-05
辅,1372,6.165331174448854e-05
麻,1364,6.129381721536616e-05
凯,1363,6.124888039922586e-05
框,1362,6.120394358308557e-05
缘,1362,6.120394358308557e-05
仁,1359,6.106913313466468e-05
刷,1358,6.1024196318524375e-05
菌,1358,6.1024196318524375e-05
蔬,1356,6.093432268624378e-05
误,1355,6.088938587010348e-05
豆,1354,6.0844449053963185e-05
倾,1353,6.079951223782289e-05
铸,1348,6.05748281571214e-05
瓜,1347,6.05298913409811e-05
桃,1346,6.04849545248408e-05
抱,1344,6.039508089256021e-05
燕,1344,6.039508089256021e-05
闹,1332,5.985583909887663e-05
朗,1331,5.981090228273634e-05
碑,1323,5.945140775361395e-05
摩,1320,5.931659730519306e-05
贝,1317,5.9181786856772164e-05
誉,1313,5.9002039592210975e-05
绣,1313,5.9002039592210975e-05
戴,1313,5.9002039592210975e-05
尖,1311,5.891216595993038e-05
凡,1310,5.886722914379008e-05
凌,1309,5.8822292327649785e-05
恩,1309,5.8822292327649785e-05
奏,1306,5.868748187922889e-05
匠,1305,5.8642545063088596e-05
豪,1304,5.859760824694829e-05
埔,1304,5.859760824694829e-05
暑,1300,5.8417860982387104e-05
男,1298,5.832798735010651e-05
魅,1295,5.819317690168562e-05
孔,1289,5.792355600484383e-05
硕,1280,5.751912465958115e-05
赖,1279,5.7474187843440854e-05
聘,1270,5.706975649817817e-05
晰,1269,5.702481968203788e-05
荒,1269,5.702481968203788e-05
焊,1262,5.671026196905579e-05
耳,1255,5.63957042560737e-05
堆,1255,5.63957042560737e-05
桌,1254,5.635076743993341e-05
揭,1254,5.635076743993341e-05
奉,1252,5.626089380765281e-05
蓬,1249,5.6126083359231916e-05
役,1248,5.608114654309162e-05
缅,1245,5.5946336094670726e-05
搬,1242,5.581152564624983e-05
巷,1241,5.576658883010954e-05
脸,1240,5.572165201396924e-05
裂,1239,5.567671519782894e-05
秒,1238,5.563177838168864e-05
弃,1237,5.558684156554835e-05
裕,1235,5.549696793326775e-05
替,1234,5.5452031117127454e-05
宪,1231,5.531722066870656e-05
懂,1231,5.531722066870656e-05
雕,1230,5.5272283852566264e-05
剂,1227,5.513747340414537e-05
纯,1222,5.491278932344388e-05
旋,1222,5.491278932344388e-05
刀,1219,5.4777978875022984e-05
券,1218,5.473304205888269e-05
骗,1216,5.464316842660209e-05
诈,1207,5.423873708133941e-05
粤,1206,5.4193800265199114e-05
邦,1197,5.378936891993643e-05
谁,1195,5.369949528765584e-05
旦,1195,5.369949528765584e-05
酸,1193,5.360962165537524e-05
杯,1189,5.342987439081405e-05
斌,1186,5.329506394239316e-05
妈,1181,5.307037986169167e-05
吗,1180,5.302544304555137e-05
烧,1177,5.289063259713048e-05
肩,1175,5.280075896484988e-05
锅,1175,5.280075896484988e-05
柱,1175,5.280075896484988e-05
稿,1174,5.2755822148709584e-05
伐,1172,5.266594851642899e-05
艳,1172,5.266594851642899e-05
桂,1168,5.2486201251867797e-05
默,1164,5.230645398730661e-05
渝,1161,5.217164353888571e-05
症,1160,5.212670672274542e-05
浦,1159,5.208176990660512e-05
氏,1159,5.208176990660512e-05
薄,1157,5.1991896274324524e-05
攀,1155,5.1902022642043926e-05
描,1150,5.167733856134244e-05
卓,1148,5.158746492906184e-05
鸡,1147,5.154252811292155e-05
恶,1145,5.145265448064095e-05
遭,1140,5.1227970399939463e-05
捕,1136,5.104822313537827e-05
液,1136,5.104822313537827e-05
扰,1135,5.100328631923797e-05
逻,1134,5.0958349503097676e-05
迷,1134,5.0958349503097676e-05
羊,1132,5.086847587081708e-05
刺,1131,5.082353905467678e-05
怕,1130,5.0778602238536486e-05
亡,1129,5.0733665422396184e-05
串,1129,5.0733665422396184e-05
辟,1128,5.068872860625589e-05
姿,1128,5.068872860625589e-05
夯,1128,5.068872860625589e-05
糖,1126,5.059885497397529e-05
夺,1124,5.05089813416947e-05
鸿,1122,5.04191077094141e-05
蓄,1114,5.005961318029172e-05
曹,1112,4.9969739548011123e-05
暨,1111,4.992480273187083e-05
滋,1109,4.983492909959023e-05
氢,1109,4.983492909959023e-05
艾,1106,4.9700118651169336e-05
蛋,1102,4.9520371386608146e-05
垃,1101,4.947543457046785e-05
霞,1099,4.938556093818725e-05
舍,1099,4.938556093818725e-05
圾,1099,4.938556093818725e-05
爷,1098,4.934062412204696e-05
陪,1097,4.9295687305906654e-05
锻,1097,4.9295687305906654e-05
尾,1093,4.9115940041345465e-05
虎,1091,4.9026066409064874e-05
迫,1091,4.9026066409064874e-05
肖,1090,4.898112959292457e-05
敦,1090,4.898112959292457e-05
抽,1090,4.898112959292457e-05
氧,1090,4.898112959292457e-05
祉,1089,4.8936192776784275e-05
摘,1089,4.8936192776784275e-05
剑,1089,4.8936192776784275e-05
宫,1089,4.8936192776784275e-05
渡,1088,4.889125596064398e-05
柳,1087,4.884631914450368e-05
孟,1086,4.880138232836338e-05
冀,1084,4.8711508696082784e-05
寄,1080,4.8531761431521594e-05
锁,1078,4.8441887799240996e-05
枢,1077,4.83969509831007e-05
喝,1068,4.799251963783802e-05
乏,1067,4.794758282169772e-05
峡,1063,4.7767835557136534e-05
颗,1052,4.7273530579593254e-05
赔,1052,4.7273530579593254e-05
钻,1052,4.7273530579593254e-05
颜,1051,4.722859376345296e-05
堵,1051,4.722859376345296e-05
摇,1048,4.7093783315032065e-05
荷,1048,4.7093783315032065e-05
熊,1046,4.700390968275147e-05
伯,1044,4.6914036050470875e-05
浮,1044,4.6914036050470875e-05
辛,1039,4.668935196976938e-05
惯,1036,4.655454152134849e-05
坝,1035,4.6509604705208194e-05
瓷,1033,4.64197310729276e-05
炉,1030,4.628492062450671e-05
婚,1027,4.6150110176085815e-05
愈,1026,4.610517335994551e-05
楚,1025,4.606023654380522e-05
弟,1021,4.588048927924403e-05
寿,1021,4.588048927924403e-05
君,1019,4.579061564696343e-05
牲,1018,4.574567883082313e-05
凉,1017,4.570074201468284e-05
绪,1015,4.561086838240224e-05
悠,1014,4.5565931566261944e-05
割,1011,4.543112111784105e-05
辖,1007,4.525137385327986e-05
塘,1004,4.511656340485897e-05
栏,1004,4.511656340485897e-05
姜,1002,4.502668977257837e-05
莱,1002,4.502668977257837e-05
闪,999,4.4891879324157475e-05
殷,998,4.484694250801718e-05
铭,996,4.475706887573658e-05
轴,994,4.466719524345598e-05
疏,994,4.466719524345598e-05
煌,993,4.462225842731569e-05
纹,992,4.457732161117539e-05
冯,991,4.4532384795035096e-05
惩,991,4.4532384795035096e-05
尺,990,4.4487447978894793e-05
陷,990,4.4487447978894793e-05
虫,989,4.44425111627545e-05
韵,987,4.43526375304739e-05
填,985,4.426276389819331e-05
袋,985,4.426276389819331e-05
挺,983,4.417289026591271e-05
阐,977,4.390326936907092e-05
紫,975,4.381339573679033e-05
暗,975,4.381339573679033e-05
匹,974,4.376845892065003e-05
彭,973,4.372352210450973e-05
谓,973,4.372352210450973e-05
汤,971,4.3633648472229135e-05
赤,971,4.3633648472229135e-05
愁,971,4.3633648472229135e-05
芯,971,4.3633648472229135e-05
辞,967,4.3453901207667945e-05
混,966,4.340896439152765e-05
蛇,964,4.331909075924705e-05
碰,963,4.3274153943106756e-05
忧,961,4.318428031082616e-05
摊,956,4.295959623012467e-05
甜,954,4.2869722597844075e-05
叠,952,4.277984896556348e-05
滩,951,4.273491214942318e-05
堡,950,4.2689975333282885e-05
催,946,4.2510228068721696e-05
邓,945,4.246529125258139e-05
拜,943,4.23754176203008e-05
姆,943,4.23754176203008e-05
诸,942,4.23304808041605e-05
牺,942,4.23304808041605e-05
仰,939,4.2195670355739605e-05
旱,938,4.215073353959931e-05
悬,936,4.206085990731872e-05
隧,935,4.2015923091178416e-05
咨,935,4.2015923091178416e-05
沃,934,4.197098627503812e-05
甸,934,4.197098627503812e-05
秉,931,4.1836175826617227e-05
榜,930,4.179123901047693e-05
刊,929,4.174630219433663e-05
晶,928,4.170136537819633e-05
杆,927,4.165642856205604e-05
锡,926,4.1611491745915735e-05
慨,924,4.152161811363514e-05
拆,924,4.152161811363514e-05
溯,924,4.152161811363514e-05
抚,922,4.1431744481354545e-05
魂,921,4.138680766521425e-05
莲,921,4.138680766521425e-05
缴,921,4.138680766521425e-05
粒,920,4.1341870849073954e-05
逆,919,4.129693403293365e-05
娜,914,4.1072249952232166e-05
篮,914,4.1072249952232166e-05
顿,913,4.1027313136091864e-05
汗,911,4.093743950381127e-05
吕,911,4.093743950381127e-05
枪,909,4.0847565871530674e-05
拨,903,4.0577944974688887e-05
慰,900,4.044313452626799e-05
舱,897,4.03083240778471e-05
淀,896,4.02633872617068e-05
栋,895,4.021845044556651e-05
圣,894,4.017351362942621e-05
勘,892,4.0083639997145614e-05
锐,888,3.9903892732584424e-05
鞋,887,3.985895591644412e-05
魏,886,3.9814019100303826e-05
耀,885,3.976908228416353e-05
纺,885,3.976908228416353e-05
柔,884,3.972414546802323e-05
您,882,3.963427183574264e-05
妙,882,3.963427183574264e-05
拖,881,3.958933501960234e-05
琳,878,3.945452457118145e-05
叙,877,3.9409587755041145e-05
擎,877,3.9409587755041145e-05
汪,875,3.9319714122760553e-05
朴,874,3.927477730662025e-05
绵,874,3.927477730662025e-05
馈,874,3.927477730662025e-05
遥,873,3.9229840490479955e-05
剪,873,3.9229840490479955e-05
淮,871,3.913996685819936e-05
棚,871,3.913996685819936e-05
碎,871,3.913996685819936e-05
盲,869,3.9050093225918766e-05
番,868,3.900515640977847e-05
乃,868,3.900515640977847e-05
掉,867,3.896021959363817e-05
淡,867,3.896021959363817e-05
玲,864,3.8825409145217274e-05
滴,862,3.873553551293668e-05
睡,858,3.8555788248375486e-05
猫,856,3.8465914616094895e-05
茂,853,3.8331104167674e-05
胶,852,3.8286167351533705e-05
株,852,3.8286167351533705e-05
胸,850,3.819629371925311e-05
幻,850,3.819629371925311e-05
缝,850,3.819629371925311e-05
兹,849,3.815135690311281e-05
垒,849,3.815135690311281e-05
懈,848,3.810642008697251e-05
拳,845,3.7971609638551615e-05
插,844,3.792667282241132e-05
泊,842,3.783679919013072e-05
涨,840,3.774692555785013e-05
侨,839,3.7701988741709835e-05
滚,839,3.7701988741709835e-05
弥,837,3.7612115109429236e-05
瓶,836,3.756717829328894e-05
娃,835,3.752224147714864e-05
揽,829,3.725262058030685e-05
译,826,3.7117810131885964e-05
翔,825,3.707287331574566e-05
聊,820,3.6848189235044176e-05
吹,817,3.671337878662328e-05
腿,817,3.671337878662328e-05
迭,815,3.6623505154342684e-05
喀,814,3.657856833820239e-05
磁,814,3.657856833820239e-05
夕,813,3.653363152206209e-05
墓,809,3.6353884257500896e-05
傅,808,3.63089474413606e-05
绸,808,3.63089474413606e-05
娘,807,3.6264010625220305e-05
饱,805,3.617413699293971e-05
穆,805,3.617413699293971e-05
厨,804,3.612920017679941e-05
搜,804,3.612920017679941e-05
冒,803,3.608426336065911e-05
萍,798,3.5859579279957624e-05
佩,798,3.5859579279957624e-05
徒,798,3.5859579279957624e-05
俱,797,3.581464246381733e-05
柏,796,3.5769705647677026e-05
碗,795,3.572476883153673e-05
霸,794,3.5679832015396434e-05
仲,793,3.563489519925613e-05
璃,793,3.563489519925613e-05
擦,793,3.563489519925613e-05
蒋,790,3.550008475083524e-05
捍,788,3.5410211118554647e-05
侦,788,3.5410211118554647e-05
呢,782,3.514059022171286e-05
妥,781,3.509565340557256e-05
稀,775,3.4826032508730776e-05
旭,773,3.473615887645018e-05
孤,773,3.473615887645018e-05
爬,771,3.4646285244169586e-05
潘,766,3.4421601163468094e-05
棵,766,3.4421601163468094e-05
颖,765,3.43766643473278e-05
搏,764,3.4331727531187496e-05
窑,763,3.42867907150472e-05
腰,762,3.4241853898906905e-05
箭,762,3.4241853898906905e-05
锚,759,3.410704345048601e-05
灭,755,3.392729618592482e-05
狮,755,3.392729618592482e-05
湘,754,3.388235936978452e-05
袁,753,3.383742255364422e-05
亦,753,3.383742255364422e-05
臂,752,3.379248573750393e-05
苹,751,3.3747548921363625e-05
讼,750,3.370261210522333e-05
舶,749,3.3657675289083034e-05
翼,748,3.361273847294273e-05
芬,745,3.347792802452184e-05
窟,744,3.343299120838154e-05
纤,744,3.343299120838154e-05
撞,744,3.343299120838154e-05
郁,742,3.334311757610095e-05
玻,742,3.334311757610095e-05
啥,742,3.334311757610095e-05
吊,742,3.334311757610095e-05
杀,742,3.334311757610095e-05
乳,741,3.329818075996065e-05
鑫,738,3.3163370311539754e-05
昂,737,3.311843349539946e-05
悦,734,3.2983623046978565e-05
嘱,733,3.293868623083827e-05
芒,732,3.289374941469797e-05
畔,731,3.284881259855767e-05
沪,731,3.284881259855767e-05
坑,730,3.2803875782417375e-05
岳,729,3.275893896627708e-05
畏,729,3.275893896627708e-05
飘,727,3.266906533399648e-05
盈,726,3.2624128517856186e-05
孕,726,3.2624128517856186e-05
恰,726,3.2624128517856186e-05
恐,726,3.2624128517856186e-05
驿,726,3.2624128517856186e-05
梭,725,3.2579191701715883e-05
舰,721,3.2399444437154694e-05
薛,718,3.22646339887338e-05
寺,717,3.2219697172593504e-05
暂,716,3.21747603564532e-05
歧,716,3.21747603564532e-05
靖,716,3.21747603564532e-05
庞,714,3.208488672417261e-05
腊,712,3.199501309189201e-05
磊,712,3.199501309189201e-05
帆,700,3.1455771298208444e-05
炭,700,3.1455771298208444e-05
矩,698,3.1365897665927846e-05
贾,698,3.1365897665927846e-05
欠,694,3.1186150401366656e-05
棉,694,3.1186150401366656e-05
娟,692,3.109627676908606e-05
鹤,691,3.105133995294576e-05
姚,691,3.105133995294576e-05
怡,691,3.105133995294576e-05
叹,690,3.100640313680546e-05
朵,690,3.100640313680546e-05
咱,689,3.0961466320665165e-05
凸,688,3.091652950452487e-05
吐,686,3.082665587224427e-05
辐,686,3.082665587224427e-05
厉,685,3.0781719056103975e-05
漏,685,3.0781719056103975e-05
妻,685,3.0781719056103975e-05
胁,683,3.069184542382338e-05
虹,681,3.0601971791542786e-05
庙,681,3.0601971791542786e-05
详,680,3.055703497540248e-05
厘,678,3.046716134312189e-05
萌,677,3.0422224526981593e-05
闯,676,3.0377287710841294e-05
绽,676,3.0377287710841294e-05
泳,675,3.0332350894700998e-05
踪,675,3.0332350894700998e-05
赫,673,3.02424772624204e-05
宅,671,3.0152603630139805e-05
奠,671,3.0152603630139805e-05
莉,669,3.006272999785921e-05
御,669,3.006272999785921e-05
辣,669,3.006272999785921e-05
峻,665,2.9882982733298017e-05
姐,665,2.9882982733298017e-05
盯,663,2.9793109101017423e-05
诞,662,2.9748172284877127e-05
颈,662,2.9748172284877127e-05
埋,661,2.9703235468736828e-05
拒,659,2.9613361836456233e-05
泡,659,2.9613361836456233e-05
辩,658,2.9568425020315934e-05
吒,655,2.943361457189504e-05
晒,653,2.9343740939614446e-05
吾,652,2.9298804123474147e-05
邵,652,2.9298804123474147e-05
桩,652,2.9298804123474147e-05
菲,652,2.9298804123474147e-05
棋,649,2.9163993675053256e-05
畜,649,2.9163993675053256e-05
讯,648,2.9119056858912957e-05
坪,646,2.9029183226632362e-05
驰,646,2.9029183226632362e-05
荐,646,2.9029183226632362e-05
胆,645,2.8984246410492063e-05
嘎,645,2.8984246410492063e-05
瑶,643,2.889437277821147e-05
灰,641,2.8804499145930874e-05
赠,641,2.8804499145930874e-05
兆,640,2.8759562329790575e-05
挡,639,2.8714625513650276e-05
丛,639,2.8714625513650276e-05
宴,639,2.8714625513650276e-05
仙,638,2.866968869750998e-05
睦,636,2.8579815065229385e-05
盆,635,2.8534878249089086e-05
忽,634,2.8489941432948787e-05
汛,634,2.8489941432948787e-05
斑,633,2.844500461680849e-05
犹,632,2.8400067800668192e-05
蹈,632,2.8400067800668192e-05
棒,630,2.8310194168387598e-05
盒,630,2.8310194168387598e-05
柜,629,2.82652573522473e-05
阴,629,2.82652573522473e-05
娱,628,2.8220320536107003e-05
竟,628,2.8220320536107003e-05
粗,628,2.8220320536107003e-05
羽,626,2.8130446903826405e-05
侗,625,2.808551008768611e-05
冻,623,2.799563645540551e-05
瞬,622,2.7950699639265215e-05
碧,622,2.7950699639265215e-05
抬,622,2.7950699639265215e-05
烂,620,2.786082600698462e-05
唤,620,2.786082600698462e-05
侯,620,2.786082600698462e-05
冶,619,2.781588919084432e-05
溢,618,2.7770952374704022e-05
栽,618,2.7770952374704022e-05
赁,617,2.7726015558563727e-05
耶,616,2.7681078742423428e-05
炮,616,2.7681078742423428e-05
偶,615,2.7636141926283132e-05
贤,614,2.7591205110142833e-05
芦,614,2.7591205110142833e-05
炎,613,2.7546268294002534e-05
寸,613,2.7546268294002534e-05
溉,612,2.7501331477862238e-05
葛,612,2.7501331477862238e-05
瞻,610,2.741145784558164e-05
婷,610,2.741145784558164e-05
翠,609,2.7366521029441344e-05
薪,609,2.7366521029441344e-05
坤,609,2.7366521029441344e-05
腔,608,2.7321584213301045e-05
滥,607,2.727664739716075e-05
嵌,605,2.718677376488015e-05
弯,604,2.7141836948739856e-05
寓,604,2.7141836948739856e-05
辰,603,2.7096900132599557e-05
吧,603,2.7096900132599557e-05
葡,602,2.7051963316459258e-05
帅,601,2.7007026500318962e-05
膜,601,2.7007026500318962e-05
雾,599,2.6917152868038367e-05
崔,596,2.6782342419617473e-05
澜,595,2.6737405603477174e-05
昊,594,2.669246878733688e-05
彦,594,2.669246878733688e-05
孵,593,2.664753197119658e-05
嘴,591,2.6557658338915985e-05
垂,590,2.6512721522775686e-05
捐,589,2.6467784706635387e-05
叉,588,2.642284789049509e-05
辨,586,2.6332974258214496e-05
尘,585,2.6288037442074197e-05
斜,584,2.6243100625933898e-05
裹,582,2.6153226993653304e-05
挝,582,2.6153226993653304e-05
顽,581,2.6108290177513004e-05
猛,581,2.6108290177513004e-05
筛,579,2.601841654523241e-05
吁,577,2.5928542912951815e-05
穷,577,2.5928542912951815e-05
钦,576,2.5883606096811516e-05
兜,572,2.5703858832250326e-05
缆,572,2.5703858832250326e-05
押,571,2.5658922016110027e-05
页,570,2.5613985199969732e-05
颇,569,2.5569048383829433e-05
亭,569,2.5569048383829433e-05
戈,569,2.5569048383829433e-05
枚,568,2.5524111567689134e-05
绎,567,2.5479174751548838e-05
阁,567,2.5479174751548838e-05
仔,567,2.5479174751548838e-05
伪,566,2.543423793540854e-05
逢,564,2.5344364303127944e-05
笼,564,2.5344364303127944e-05
铝,563,2.5299427486987645e-05
婴,562,2.525449067084735e-05
霍,560,2.516461703856675e-05
涂,560,2.516461703856675e-05
柴,557,2.502980659014586e-05
蒸,556,2.4984869774005562e-05
纲,555,2.4939932957865263e-05
毁,553,2.4850059325584668e-05
帕,552,2.4805122509444372e-05
颁,550,2.4715248877163774e-05
乔,550,2.4715248877163774e-05
炸,550,2.4715248877163774e-05
椒,549,2.467031206102348e-05
秧,548,2.462537524488318e-05
喷,548,2.462537524488318e-05
睛,548,2.462537524488318e-05
汲,547,2.458043842874288e-05
宙,546,2.4535501612602585e-05
锤,545,2.4490564796462286e-05
诠,544,2.444562798032199e-05
敲,542,2.4355754348041392e-05
浇,542,2.4355754348041392e-05
丘,541,2.4310817531901096e-05
屈,539,2.4220943899620498e-05
沧,538,2.4176007083480202e-05
韦,538,2.4176007083480202e-05
瑰,537,2.4131070267339903e-05
腹,537,2.4131070267339903e-05
芽,536,2.4086133451199608e-05
劣,536,2.4086133451199608e-05
肌,534,2.399625981891901e-05
袭,533,2.3951323002778714e-05
漆,533,2.3951323002778714e-05
梳,533,2.3951323002778714e-05
芝,532,2.3906386186638415e-05
闽,532,2.3906386186638415e-05
椅,528,2.3726638922077225e-05
螺,528,2.3726638922077225e-05
碌,527,2.3681702105936926e-05
扇,527,2.3681702105936926e-05
萄,526,2.3636765289796627e-05
魔,525,2.359182847365633e-05
锂,525,2.359182847365633e-05
浅,522,2.3457018025235438e-05
鄂,522,2.3457018025235438e-05
楠,522,2.3457018025235438e-05
巍,522,2.3457018025235438e-05
祭,518,2.3277270760674245e-05
澎,517,2.323233394453395e-05
烦,516,2.318739712839365e-05
轰,516,2.318739712839365e-05
灿,515,2.3142460312253354e-05
琪,515,2.3142460312253354e-05
绳,515,2.3142460312253354e-05
痕,514,2.3097523496113055e-05
嫌,513,2.3052586679972756e-05
歇,512,2.300764986383246e-05
馨,512,2.300764986383246e-05
逛,511,2.296271304769216e-05
琼,511,2.296271304769216e-05
啊,510,2.2917776231551866e-05
衷,509,2.2872839415411567e-05
湃,508,2.2827902599271268e-05
钉,508,2.2827902599271268e-05
喊,506,2.2738028966990673e-05
允,505,2.2693092150850374e-05
趟,504,2.2648155334710078e-05
漂,504,2.2648155334710078e-05
莞,503,2.260321851856978e-05
浴,503,2.260321851856978e-05
珊,501,2.2513344886289184e-05
赣,501,2.2513344886289184e-05
卜,501,2.2513344886289184e-05
炒,500,2.2468408070148885e-05
爽,500,2.2468408070148885e-05
熠,498,2.237853443786829e-05
崖,498,2.237853443786829e-05
戒,496,2.2288660805587696e-05
荔,495,2.2243723989447397e-05
娥,494,2.21987871733071e-05
昭,494,2.21987871733071e-05
梨,494,2.21987871733071e-05
赓,492,2.2108913541026503e-05
堤,492,2.2108913541026503e-05
勋,491,2.2063976724886207e-05
砺,491,2.2063976724886207e-05
迟,490,2.2019039908745908e-05
撤,490,2.2019039908745908e-05
脊,488,2.1929166276465313e-05
皆,487,2.1884229460325014e-05
榴,487,2.1884229460325014e-05
扛,486,2.183929264418472e-05
豫,486,2.183929264418472e-05
柯,486,2.183929264418472e-05
蜜,484,2.174941901190412e-05
熙,482,2.1659545379623526e-05
栖,481,2.161460856348323e-05
邹,481,2.161460856348323e-05
扑,481,2.161460856348323e-05
谭,478,2.1479798115062336e-05
洒,477,2.1434861298922037e-05
兄,477,2.1434861298922037e-05
艘,476,2.138992448278174e-05
瞄,476,2.138992448278174e-05
孜,474,2.1300050850501143e-05
茅,474,2.1300050850501143e-05
逃,473,2.1255114034360848e-05
卸,473,2.1255114034360848e-05
慎,473,2.1255114034360848e-05
遏,472,2.121017721822055e-05
苍,472,2.121017721822055e-05
鼻,470,2.1120303585939954e-05
冈,469,2.1075366769799655e-05
潭,468,2.103042995365936e-05
旬,467,2.098549313751906e-05
脆,466,2.094055632137876e-05
铃,464,2.0850682689098166e-05
罕,463,2.0805745872957867e-05
酷,462,2.076080905681757e-05
捉,461,2.0715872240677273e-05
帜,459,2.0625998608396678e-05
丈,459,2.0625998608396678e-05
牡,457,2.0536124976116083e-05
壳,457,2.0536124976116083e-05
剩,457,2.0536124976116083e-05
姑,456,2.0491188159975784e-05
肿,456,2.0491188159975784e-05
砥,455,2.044625134383549e-05
虾,455,2.044625134383549e-05
弄,454,2.040131452769519e-05
蜂,453,2.035637771155489e-05
黔,453,2.035637771155489e-05
桐,453,2.035637771155489e-05
兽,452,2.0311440895414595e-05
掩,451,2.0266504079274295e-05
弦,450,2.0221567263133996e-05
悄,450,2.0221567263133996e-05
妹,450,2.0221567263133996e-05
撒,449,2.01766304469937e-05
呵,449,2.01766304469937e-05
蝶,448,2.01316936308534e-05
抹,448,2.01316936308534e-05
脂,446,2.0041819998572807e-05
渗,445,1.9996883182432508e-05
莹,445,1.9996883182432508e-05
勾,443,1.9907009550151913e-05
糊,442,1.9862072734011614e-05
泵,441,1.981713591787132e-05
惜,440,1.977219910173102e-05
诱,440,1.977219910173102e-05
蜀,440,1.977219910173102e-05
眠,440,1.977219910173102e-05
慕,439,1.9727262285590724e-05
垄,436,1.959245183716983e-05
鹰,435,1.954751502102953e-05
泪,435,1.954751502102953e-05
眉,434,1.9502578204889235e-05
欲,434,1.9502578204889235e-05
垦,434,1.9502578204889235e-05
杉,432,1.9412704572608637e-05
孝,431,1.936776775646834e-05
晤,430,1.9322830940328042e-05
乙,430,1.9322830940328042e-05
猎,430,1.9322830940328042e-05
逾,428,1.9232957308047447e-05
逝,428,1.9232957308047447e-05
勉,426,1.9143083675766853e-05
鸭,425,1.9098146859626554e-05
鼎,424,1.9053210043486255e-05
肝,424,1.9053210043486255e-05
邢,424,1.9053210043486255e-05
扭,423,1.900827322734596e-05
匈,423,1.900827322734596e-05
帽,422,1.896333641120566e-05
爸,421,1.891839959506536e-05
坎,419,1.8828525962784766e-05
俭,419,1.8828525962784766e-05
瘤,418,1.878358914664447e-05
皇,418,1.878358914664447e-05
嫦,417,1.873865233050417e-05
忍,417,1.873865233050417e-05
廖,416,1.8693715514363872e-05
仗,416,1.8693715514363872e-05
葬,416,1.8693715514363872e-05
衰,415,1.8648778698223577e-05
胎,414,1.8603841882083277e-05
碱,414,1.8603841882083277e-05
枫,413,1.8558905065942982e-05
滞,413,1.8558905065942982e-05
顷,412,1.8513968249802683e-05
卉,412,1.8513968249802683e-05
脏,410,1.8424094617522088e-05
捞,407,1.8289284169101194e-05
酿,406,1.8244347352960895e-05
惑,405,1.81994105368206e-05
钩,404,1.81544737206803e-05
衍,404,1.81544737206803e-05
舆,404,1.81544737206803e-05
肺,404,1.81544737206803e-05
喻,403,1.810953690454e-05
咸,402,1.8064600088399706e-05
吞,402,1.8064600088399706e-05
醉,402,1.8064600088399706e-05
糕,398,1.7884852823838513e-05
崭,397,1.7839916007698217e-05
嫩,397,1.7839916007698217e-05
菊,397,1.7839916007698217e-05
帝,396,1.7794979191557918e-05
闸,396,1.7794979191557918e-05
艇,396,1.7794979191557918e-05
荆,395,1.775004237541762e-05
轩,395,1.775004237541762e-05
饲,395,1.775004237541762e-05
猪,395,1.775004237541762e-05
槛,394,1.7705105559277323e-05
鹅,393,1.7660168743137024e-05
浆,393,1.7660168743137024e-05
肤,393,1.7660168743137024e-05
叮,390,1.752535829471613e-05
茫,389,1.7480421478575835e-05
悲,385,1.7300674214014642e-05
杏,385,1.7300674214014642e-05
澄,385,1.7300674214014642e-05
涝,384,1.7255737397874346e-05
缮,383,1.7210800581734047e-05
郎,383,1.7210800581734047e-05
戚,380,1.7075990133313153e-05
郝,380,1.7075990133313153e-05
钥,380,1.7075990133313153e-05
拱,380,1.7075990133313153e-05
枣,380,1.7075990133313153e-05
窝,379,1.7031053317172854e-05
捧,379,1.7031053317172854e-05
雁,377,1.694117968489226e-05
纱,377,1.694117968489226e-05
颠,376,1.6896242868751964e-05
绒,376,1.6896242868751964e-05
晴,375,1.6851306052611665e-05
阜,375,1.6851306052611665e-05
禀,373,1.676143242033107e-05
厄,373,1.676143242033107e-05
劝,372,1.671649560419077e-05
葱,372,1.671649560419077e-05
挤,372,1.671649560419077e-05
咬,371,1.6671558788050475e-05
伞,371,1.6671558788050475e-05
蚀,370,1.6626621971910176e-05
踩,370,1.6626621971910176e-05
聪,369,1.6581685155769877e-05
丢,369,1.6581685155769877e-05
瞩,366,1.6446874707348983e-05
饼,366,1.6446874707348983e-05
邱,365,1.6401937891208688e-05
榆,364,1.635700107506839e-05
壶,364,1.635700107506839e-05
蔚,363,1.6312064258928093e-05
渴,363,1.6312064258928093e-05
哨,363,1.6312064258928093e-05
酋,362,1.6267127442787794e-05
竭,361,1.6222190626647495e-05
叔,361,1.6222190626647495e-05
胖,360,1.61772538105072e-05
彝,359,1.61323169943669e-05
淘,358,1.60873801782266e-05
烘,357,1.6042443362086305e-05
沂,356,1.5997506545946006e-05
慈,356,1.5997506545946006e-05
崛,354,1.590763291366541e-05
湛,353,1.5862696097525112e-05
尹,353,1.5862696097525112e-05
撼,353,1.5862696097525112e-05
兑,353,1.5862696097525112e-05
厢,353,1.5862696097525112e-05
誓,352,1.5817759281384817e-05
夹,352,1.5817759281384817e-05
蓉,351,1.5772822465244518e-05
鹿,351,1.5772822465244518e-05
橘,351,1.5772822465244518e-05
敞,350,1.5727885649104222e-05
硅,350,1.5727885649104222e-05
